,qqq_close,tw0050_close,qqq_20ma,tw0050_120ma,market_score,qqq_above_20ma,tw0050_above_120ma,market_score_bullish,entry_signal,exit_signal,position,portfolio_value,cash,qqq_value,tw0050_value,buy_hold_qqq_value,buy_hold_tw0050_value,buy_hold_value,cummax,drawdown
2022-12-27,263.5799865722656,27.899999618530273,279.9130004882812,27.89666666984558,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,60393.177778806436,62556.055096546916,122949.23287535335,100000.0,0.0
2022-12-28,260.1000061035156,27.5,278.8895004272461,27.89197916984558,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,59595.82179647592,61659.19493462926,121255.01673110518,100000.0,0.0
2022-12-29,266.44000244140625,27.375,277.54350128173826,27.891874996821084,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,61048.48340000109,61378.92586674458,122427.40926674567,100000.0,0.0
2022-12-30,266.2799987792969,27.549999237060547,276.17150115966797,27.885104163487753,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,61011.82230999689,61771.3008511565,122783.12316115339,100000.0,0.0
2023-01-03,264.4800109863281,27.6875,274.76800231933595,27.87833333015442,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,60599.39728412855,62079.59853645628,122678.99582058482,100000.0,0.0
2023-01-04,265.739990234375,27.625,273.6730010986328,27.86791666348775,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,60888.09200528121,61939.46400251394,122827.55600779515,100000.0,0.0
2023-01-05,261.5799865722656,27.825000762939453,272.66800079345705,27.861875009536742,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,59934.924642335856,62387.89622175606,122322.82086409192,100000.0,0.0
2023-01-06,268.79998779296875,27.950000762939453,272.0815002441406,27.85666667620341,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,61589.21874469015,62668.16528964074,124257.3840343309,100000.0,0.0
2023-01-09,270.5400085449219,28.950000762939453,271.41600036621094,27.85822917620341,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,61987.90372824336,64910.31783271817,126898.22156096152,100000.0,0.0
2023-01-10,272.8299865722656,29.0625,270.95549926757815,27.85802084604899,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,62512.59853498285,65162.55828318774,127675.1568181706,100000.0,0.0
2023-01-11,277.54998779296875,29.087499618530273,270.55399932861326,27.857083336512247,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,63594.07621674892,65218.61124145136,128812.6874582003,100000.0,0.0
2023-01-12,279.04998779296875,28.962499618530273,270.0739990234375,27.85531250635783,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,63937.766069101854,64938.342173566685,128876.10824266853,100000.0,0.0
2023-01-13,280.9700012207031,29.299999237060547,269.79699859619143,27.858541663487753,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,64377.6921567643,65695.067801542,130072.7599583063,100000.0,0.0
2023-01-17,281.5400085449219,29.524999618530273,270.0294982910156,27.863958326975503,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,64508.29597883152,66199.55297904773,130707.84895787925,100000.0,0.0
2023-01-30,290.2699890136719,30.174999237060547,278.4999969482422,27.869583320617675,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66508.5664443973,67656.95127673475,134165.51772113203,100000.0,0.0
2023-01-31,294.6199951171875,29.575000762939453,279.91699676513673,27.870937490463255,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67505.2684146984,66311.66317214156,133816.93158683996,100000.0,0.0
2023-02-01,300.9200134277344,29.75,281.738996887207,27.87812498410543,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68948.76999001348,66704.03815655348,135652.80814656697,100000.0,0.0
2023-02-02,311.7200012207031,30.25,284.0379974365234,27.88802081743876,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71423.33412999939,67825.11442809219,139248.4485580916,100000.0,0.0
2023-02-03,306.17999267578125,30.25,286.2679977416992,27.897291644414267,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70153.97098410728,67825.11442809219,137979.08541219946,100000.0,0.0
2023-02-06,303.5899963378906,29.8125,288.0074981689453,27.896770811080934,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69560.53401146444,66844.17269049582,136404.70670196024,100000.0,0.0
2023-02-07,309.8800048828125,29.75,289.97449798583983,27.896249977747598,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71001.74208353303,66704.03815655348,137705.7802400865,100000.0,0.0
2023-02-08,304.3699951171875,30.212499618530273,291.55149841308594,27.89979163805644,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69739.25245499244,67741.03285241347,137480.28530740592,100000.0,0.0
2023-02-09,301.67999267578125,30.225000381469727,292.75799865722655,27.906041638056436,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69122.90142704848,67769.06146982856,136891.96289687703,100000.0,0.0
2023-02-10,299.70001220703125,30.25,293.7904998779297,27.908020798365275,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68669.2352970709,67825.11442809219,136494.34972516308,100000.0,0.0
2023-02-13,304.5,30.1875,294.96699981689454,27.90791662534078,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69769.0400276451,67684.97989414984,137454.01992179494,100000.0,0.0
2023-02-14,306.75,30.412500381469727,296.2274993896484,27.907395792007446,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70284.5748061745,68189.46507165559,138474.03987783007,100000.0,0.0
2023-02-15,309.1000061035156,29.712499618530273,297.7884994506836,27.90062495867411,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70823.02364000502,66619.95658087476,137442.98022087978,100000.0,0.0
2023-02-16,303.29998779296875,30.075000762939453,299.1959991455078,27.89677079518636,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69494.08534880758,67432.73944368027,136926.82479248784,100000.0,0.0
2023-02-17,301.1600036621094,29.6875,300.11999969482423,27.89135413169861,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69003.7581288258,66563.90362261113,135567.66175143694,100000.0,0.0
2023-02-21,294.0299987792969,29.737499237060547,300.37350006103514,27.883749945958456,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67370.08457852612,66676.00953913837,134046.0941176645,100000.0,0.0
2023-02-22,294.25,29.412500381469727,300.6675003051758,27.882604122161865,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67420.49270323341,65947.31252857816,133367.80523181157,100000.0,0.0
2023-02-23,296.82000732421875,29.850000381469727,301.1220001220703,27.885729122161866,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68009.3496617712,66928.25426617454,134937.60392794572,100000.0,0.0
2023-02-24,291.8500061035156,29.700000762939453,301.04750061035156,27.885312461853026,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66870.5903379463,66591.93224002623,133462.52257797253,100000.0,0.0
2023-03-01,291.20001220703125,29.837499618530273,300.9250015258789,27.884791628519693,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66721.65946707096,66900.22564875943,133621.8851158304,100000.0,0.0
2023-03-02,293.6099853515625,29.8125,300.5595001220703,27.890416622161865,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67273.84834321661,66844.17269049582,134118.02103371243,100000.0,0.0
2023-03-03,299.67999267578125,29.837499618530273,299.9574996948242,27.89583328564962,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68664.64829057791,66900.22564875943,135564.87393933733,100000.0,0.0
2023-03-06,300.0199890136719,30.125,299.6494995117188,27.9018749554952,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68742.55048469135,67544.84536020752,136287.39584489889,100000.0,0.0
2023-03-07,296.3399963378906,30.325000762939453,299.28699951171876,27.914687458674113,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67899.3663917586,67993.27757944963,135892.64397120822,100000.0,0.0
2023-03-08,297.82000732421875,30.075000762939453,298.6839996337891,27.92802079518636,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68238.47623000649,67432.73944368027,135671.21567368676,100000.0,0.0
2023-03-09,292.6600036621094,30.049999237060547,298.09850006103517,27.940624952316284,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67056.18229882585,67376.68220885006,134432.86450767593,100000.0,0.0
2023-03-10,288.54998779296875,29.575000762939453,297.4419998168945,27.947708288828533,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66114.46846733708,66311.66317214156,132426.13163947864,100000.0,0.0
2023-03-13,290.69000244140625,29.700000762939453,296.99149932861326,27.96145830154419,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66604.80267970682,66591.93224002623,133196.73491973305,100000.0,0.0
2023-03-14,297.3699951171875,29.375,296.63499908447267,27.97083330154419,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68135.36647734544,65863.23095289944,133998.59743024487,100000.0,0.0
2023-03-15,298.92999267578125,29.399999618530273,296.2439987182617,27.975416628519692,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68492.80336440144,65919.28391116306,134412.0872755645,100000.0,0.0
2023-03-16,306.80999755859375,29.262500762939453,296.12949829101564,27.977604134877524,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70298.32184087759,65610.99050242986,135909.31234330745,100000.0,0.0
2023-03-17,305.3599853515625,29.737499237060547,296.2324981689453,27.988645792007446,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69966.08551998124,66676.00953913837,136642.0950591196,100000.0,0.0
2023-03-20,305.9700012207031,29.524999618530273,296.472998046875,27.997499958674112,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70105.85636264649,66199.55297904773,136305.4093416942,100000.0,0.0
2023-03-21,310.3399963378906,29.662500381469727,297.2884979248047,28.010208288828533,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71107.13834705263,66507.85066434751,137614.98901140015,100000.0,0.0
2023-03-22,306.1199951171875,30.225000381469727,297.8819976806641,28.02864578564962,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70140.2239494042,67769.06146982856,137909.28541923276,100000.0,0.0
2023-03-23,309.75,30.462499618530273,298.52849731445315,28.04697910944621,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70971.95451088036,68301.57098818282,139273.5254990632,100000.0,0.0
2023-03-24,310.8900146484375,30.549999237060547,299.4804977416992,28.06802077293396,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71233.16215501481,68497.75848038879,139730.9206354036,100000.0,0.0
2023-03-27,308.760009765625,30.362499237060547,300.2214981079102,28.090312433242797,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70745.12144589156,68077.35487856176,138822.4763244533,100000.0,0.0
2023-03-28,307.1199951171875,30.100000381469727,300.89949798583984,28.112604109446206,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70369.35051763948,67488.7924019439,137858.14291958336,100000.0,0.0
2023-03-29,312.7200012207031,30.149999618530273,301.9754974365234,28.139583269755047,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71652.46069823469,67600.89831847113,139253.35901670583,100000.0,0.0
2023-03-30,315.67999267578125,30.299999237060547,303.07899780273436,28.168124930063883,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72330.67338234252,67937.22034461942,140267.89372696192,100000.0,0.0
2023-03-31,320.92999267578125,30.399999618530273,304.14149780273436,28.20218742688497,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73533.58786557778,68161.43645424048,141695.02431981824,100000.0,0.0
2023-04-06,318.04998779296875,30.25,308.45899810791013,28.235729090372722,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72873.70223027807,67825.11442809219,140698.81665837026,100000.0,0.0
2023-04-10,317.8699951171875,30.25,309.9249984741211,28.311458269755047,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72832.46112616883,67825.11442809219,140657.575554261,100000.0,0.0
2023-04-11,315.8299865722656,30.212499618530273,311.18199768066404,28.344895760218304,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72365.04096910021,67741.03285241347,140106.07382151368,100000.0,0.0
2023-04-12,313.0400085449219,30.137500762939453,311.96549835205076,28.372604099909463,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71725.78287824309,67572.87397762261,139298.6568558657,100000.0,0.0
2023-04-13,319.1700134277344,29.875,312.9774993896484,28.3965624332428,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73130.32986030747,66984.30722443815,140114.63708474563,100000.0,0.0
2023-04-14,318.57000732421875,30.162500381469727,313.5654998779297,28.426666609446208,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72992.8525208887,67628.92693588624,140621.77945677494,100000.0,0.0
2023-04-17,318.8399963378906,30.087499618530273,314.23950042724607,28.46760411262512,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73054.71417705258,67460.76378452878,140515.47796158137,100000.0,0.0
2023-04-18,318.8599853515625,29.987499237060547,314.8839996337891,28.508749945958456,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73059.29419115762,67236.54767490774,140295.84186606534,100000.0,0.0
2023-04-19,318.7099914550781,29.762500762939453,315.30249938964846,28.550520785649617,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73024.92660439991,66732.06677396857,139756.9933783685,100000.0,0.0
2023-04-20,316.2799987792969,29.725000381469727,315.8104995727539,28.58604162534078,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72468.15072176127,66647.98519828985,139116.13592005114,100000.0,0.0
2023-04-21,316.6099853515625,29.649999618530273,316.153498840332,28.62489579518636,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72543.75941262822,66479.82204693242,139023.58145956064,100000.0,0.0
2023-04-24,315.95001220703125,29.537500381469727,316.40649871826173,28.660416634877524,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72392.54203089433,66227.58159646284,138620.12362735718,100000.0,0.0
2023-04-25,309.989990234375,29.149999618530273,316.4679977416992,28.695520798365276,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71026.94264969269,65358.7457753937,136385.68842508638,100000.0,0.0
2023-04-26,311.8699951171875,29.024999618530273,316.7054977416992,28.730729134877524,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71457.7017167571,65078.47670750902,136536.1784242661,100000.0,0.0
2023-04-27,320.3500061035156,29.0,317.08699798583984,28.76635413169861,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73400.697532652,65022.423749245405,138423.12128189742,100000.0,0.0
2023-04-28,322.55999755859375,29.350000381469727,317.43099822998045,28.805520804723105,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73907.06529058336,65807.17799463581,139714.24328521919,100000.0,0.0
2023-05-02,319.3800048828125,29.424999237060547,317.45549926757815,28.849270804723105,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73178.44448176825,65975.33686942667,139153.78135119492,100000.0,0.0
2023-05-03,317.2900085449219,29.299999237060547,317.36649932861326,28.89010413487752,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72699.57079324305,65695.067801542,138394.63859478506,100000.0,0.0
2023-05-04,316.1700134277344,29.375,317.3789993286133,28.92864580154419,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72442.9501556016,65863.23095289944,138306.18110850104,100000.0,0.0
2023-05-05,322.8900146484375,29.450000762939453,317.6210006713867,28.970416641235353,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73982.68097383826,66031.39410425688,140014.07507809513,100000.0,0.0
2023-05-08,323.69000244140625,29.637500762939453,317.91200103759763,29.01104164123535,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74165.9794314713,66451.7977060839,140617.7771375552,100000.0,0.0
2023-05-09,321.6400146484375,29.725000381469727,318.20250244140624,29.051249980926514,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73696.27276354414,66647.98519828985,140344.257961834,100000.0,0.0
2023-05-10,325.1400146484375,29.450000762939453,318.80750274658203,29.088333320617675,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74498.21575236766,66031.39410425688,140529.60985662453,100000.0,0.0
2023-05-11,326.20001220703125,29.387500762939453,319.15900268554685,29.127604166666668,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74741.08935530603,65891.25957031455,140632.34892562058,100000.0,0.0
2023-05-12,325.0299987792969,29.299999237060547,319.4820022583008,29.16583333015442,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74473.00819382005,65695.067801542,140168.07599536204,100000.0,0.0
2023-05-15,326.7900085449219,29.299999237060547,319.87950286865237,29.20052081743876,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74876.27319147829,65695.067801542,140571.34099302028,100000.0,0.0
2023-05-16,327.1600036621094,29.649999618530273,320.2945037841797,29.235937484105428,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74961.04890294328,66479.82204693242,141440.87094987568,100000.0,0.0
2023-05-17,331.1199951171875,30.137500762939453,320.91500396728514,29.269374990463255,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75868.38815528639,67572.87397762261,143441.262132909,100000.0,0.0
2023-05-18,337.2699890136719,30.537500381469727,321.9645034790039,29.308229160308837,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77277.51515145582,68469.73413954026,145747.2492909961,100000.0,0.0
2023-05-19,336.510009765625,30.625,322.95950469970705,29.336354160308836,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77103.38371442081,68665.92163174623,145769.30534616704,100000.0,0.0
2023-05-22,337.6400146484375,30.575000762939453,324.0440048217773,29.361979166666668,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77362.29785530875,68553.81571521898,145916.11357052773,100000.0,0.0
2023-05-23,333.3599853515625,30.549999237060547,325.2125045776367,29.377604166666668,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,76381.62943056929,68497.75848038879,144879.3879109581,100000.0,0.0
2023-05-24,331.6499938964844,30.399999618530273,326.2015045166016,29.39239583015442,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75989.82495675558,68161.43645424048,144151.26141099606,100000.0,0.0
2023-05-25,339.7200012207031,30.762500762939453,327.1700042724609,29.410104163487752,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77838.87804058746,68974.21931704601,146813.09735763347,100000.0,0.0
2023-05-26,348.3999938964844,31.487499237060547,328.46200408935545,29.434479157129925,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79827.69497469664,70599.77648952387,150427.4714642205,100000.0,0.0
2023-05-30,349.9800109863281,31.6875,329.85150451660155,29.486249987284342,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80189.71886824565,71048.20870876599,151237.92757701164,100000.0,0.0
2023-05-31,347.989990234375,31.537500381469727,331.28200378417966,29.508229160308836,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79733.75224263362,70711.8866826177,150445.63892525132,100000.0,0.0
2023-06-01,352.010009765625,31.287500381469727,333.0180038452148,29.525833336512246,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80654.84552206776,70151.34854684834,150806.19406891608,100000.0,0.0
2023-06-02,354.6499938964844,31.6875,334.94200286865237,29.546770842870078,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81259.73602616719,71048.20870876599,152307.94473493317,100000.0,0.0
2023-06-05,354.8999938964844,31.587499618530273,336.54250183105466,29.571770842870077,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81317.017668226,70823.99259914493,152141.01026737093,100000.0,0.0
2023-06-06,354.8399963378906,31.674999237060547,338.1000015258789,29.5953125,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81303.27063352293,71020.18009135089,152323.4507248738,100000.0,0.0
2023-06-07,348.82000732421875,32.025001525878906,339.459001159668,29.61979168256124,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79923.93121000617,71804.9386133079,151728.86982331407,100000.0,0.0
2023-06-08,353.1499938964844,31.712499618530273,340.8595001220703,29.63750001589457,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80916.04617381426,71104.26166702961,152020.30784084386,100000.0,0.0
2023-06-09,354.5,31.950000762939453,342.2744995117188,29.65937501589457,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81225.36843940949,71636.77546195046,152862.14390135993,100000.0,0.0
2023-06-12,360.489990234375,32.25,344.04749908447263,29.6834375222524,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82597.83434557472,72309.41951424704,154907.25385982177,100000.0,0.0
2023-06-13,363.260009765625,32.88750076293945,345.8709991455078,29.71729168891907,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83232.51941471476,73738.79347108553,156971.3128858003,100000.0,0.0
2023-06-14,365.8999938964844,32.875,347.80799865722656,29.752500025431313,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83837.40991881418,73710.76485367044,157548.17477248464,100000.0,0.0
2023-06-15,370.260009765625,32.974998474121094,349.76499938964844,29.791354179382324,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84836.40539236176,73934.97668672491,158771.38207908667,100000.0,0.0
2023-06-16,367.92999267578125,32.88750076293945,351.2979995727539,29.82583335240682,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84302.5365726363,73738.79347108553,158041.33004372183,100000.0,0.0
2023-06-20,366.8999938964844,32.63750076293945,352.8174987792969,29.89770835240682,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84066.53648704947,73178.25533531618,157244.79182236566,100000.0,0.0
2023-06-21,361.8999938964844,32.63750076293945,354.0304977416992,29.93052085240682,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82920.90364587303,73178.25533531618,156099.1589811892,100000.0,0.0
2023-06-26,357.67999267578125,32.4375,358.1134994506836,29.961458349227904,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81953.98924822459,72729.82311607405,154683.81236429865,100000.0,0.0
2023-06-27,363.8299865722656,32.224998474121094,358.88499908447267,29.994583336512246,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83363.11624439403,72253.36227941683,155616.47852381086,100000.0,0.0
2023-06-28,364.5400085449219,32.275001525878906,359.61299896240234,30.029479185740154,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83525.8011423604,72365.47674907725,155891.27789143764,100000.0,0.0
2023-06-29,363.80999755859375,32.26250076293945,360.4039993286133,30.068541685740154,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83358.53623028898,72337.44813166215,155695.98436195112,100000.0,0.0
2023-06-30,369.4200134277344,32.275001525878906,361.2744995117188,30.106770865122478,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84643.93991413068,72365.47674907725,157009.41666320793,100000.0,0.0
2023-07-03,370.2900085449219,32.67499923706055,362.05650024414064,30.144479195276897,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84843.2789097133,73262.33263442831,158105.6115441416,100000.0,0.0
2023-07-05,370.2799987792969,32.70000076293945,362.82550048828125,30.2278125445048,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84840.9854064668,73318.38986925852,158159.37527572532,100000.0,0.0
2023-07-06,367.4599914550781,31.975000381469727,363.4565002441406,30.261770884195965,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84194.84680587018,71692.82842021406,155887.67522608425,100000.0,0.0
2023-07-07,366.239990234375,31.924999237060547,364.32749938964844,30.298645877838133,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83915.31211292763,71580.71822712025,155496.03034004787,100000.0,0.0
2023-07-10,366.3599853515625,31.862499237060547,364.98799896240234,30.33604170481364,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83942.80618233378,71440.5836931779,155383.3898755117,100000.0,0.0
2023-07-11,368.1700134277344,32.29999923706055,365.67149963378904,30.37562503814697,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84357.53170383656,72421.52543077429,156779.05713461083,100000.0,0.0
2023-07-12,372.82000732421875,32.36249923706055,366.2880004882812,30.41458336512248,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,85422.96884765307,72561.65996471661,157984.6288123697,100000.0,0.0
2023-07-13,379.1499938964844,32.724998474121094,367.0824996948242,30.45708335240682,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86873.33694793173,73374.43855095556,160247.7754988873,100000.0,0.0
2023-07-14,379.07000732421875,33.0625,367.7410003662109,30.500729179382326,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86855.00989912362,74131.16845549745,160986.17835462105,100000.0,0.0
2023-07-17,382.6099853515625,33.0,368.35849914550784,30.54281250635783,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87666.1129161572,73991.03392155512,161657.14683771232,100000.0,0.0
2023-07-18,385.739990234375,32.462501525878906,369.2489990234375,30.57208334604899,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88383.28019351573,72785.88035090426,161169.16054442,100000.0,0.0
2023-07-19,385.6499938964844,32.1875,370.1864990234375,30.59812501271566,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88362.65964146111,72169.2849803047,160531.9446217658,100000.0,0.0
2023-07-20,376.760009765625,32.337501525878906,370.9294998168945,30.625208361943564,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86325.72808589114,72505.61128301959,158831.33936891073,100000.0,0.0
2023-07-21,375.6300048828125,31.799999237060547,371.4024993896484,30.648854192097982,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86066.81394500319,71300.44915923556,157367.26310423875,100000.0,0.0
2023-07-24,376.2300109863281,31.8125,372.0869995117188,30.66979169845581,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86204.29128442195,71328.47777665067,157532.7690610726,100000.0,0.0
2023-07-25,378.7799987792969,32.212501525878906,373.14199981689455,30.692187547683716,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86788.56123646676,72225.34221513491,159013.90345160168,100000.0,0.0
2023-07-26,377.5199890136719,32.125,373.82649993896484,30.713854217529295,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86499.85952292616,72029.15044636237,158529.00996928854,100000.0,0.0
2023-07-27,376.6199951171875,32.375,374.4304992675781,30.73218755722046,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86293.64700999198,72589.68858213173,158883.3355921237,100000.0,0.0
2023-07-28,383.4800109863281,32.375,375.4139999389648,30.755520884195963,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87865.45890412778,72589.68858213173,160455.14748625952,100000.0,0.0
2023-07-31,383.67999267578125,32.20000076293945,376.1269989013672,30.77593755722046,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87911.28002234208,72197.31359771981,160108.59362006187,100000.0,0.0
2023-08-01,382.7900085449219,32.36249923706055,376.7519989013672,30.793541717529298,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87707.3610126544,72561.65996471661,160269.02097737102,100000.0,0.0
